airline,origin,destination,departure_hour,month,day_of_week,distance,weather,delay_minutes,delayed
QP,CCU,BOM,16,7,Monday,601,Clear,19,1
QP,BLR,BOM,13,8,Sunday,1507,Cloudy,19,1
UK,CCU,MAA,0,1,Sunday,1831,Clear,9,0
AI,DEL,BOM,5,6,Saturday,1681,Cloudy,14,0
UK,BLR,MAA,13,10,Saturday,536,Clear,0,0
UK,BOM,MAA,12,11,Friday,931,Clear,5,0
AI,CCU,BOM,12,5,Saturday,1601,Cloudy,6,0
SG,HYD,DEL,17,4,Saturday,1717,Fog,46,1
QP,BLR,MAA,21,9,Thursday,696,Clear,0,0
AI,DEL,MAA,12,3,Saturday,1009,Clear,7,0
SG,MAA,BLR,3,11,Tuesday,1161,Clear,4,0
AI,HYD,BLR,10,8,Sunday,659,Clear,22,1
SG,CCU,MAA,6,12,Friday,1184,Clear,2,0
UK,BLR,CCU,12,3,Monday,1603,Clear,0,0
AI,DEL,BOM,14,2,Tuesday,1500,Cloudy,10,0
QP,BLR,BOM,13,10,Monday,835,Clear,0,0
AI,HYD,BLR,13,4,Tuesday,1270,Rain,13,0
UK,BOM,HYD,7,5,Saturday,809,Clear,0,0
AI,DEL,CCU,4,4,Saturday,1445,Fog,37,1
QP,MAA,DEL,20,6,Sunday,1359,Clear,12,0
SG,HYD,BOM,9,11,Monday,1474,Clear,6,0
QP,BLR,CCU,4,9,Thursday,1358,Clear,3,0
UK,HYD,BLR,23,1,Saturday,1104,Clear,0,0
UK,MAA,DEL,0,11,Sunday,619,Fog,15,1
SG,DEL,BOM,8,6,Monday,1522,Clear,9,0
SG,BLR,HYD,17,9,Friday,1644,Clear,34,1
QP,BOM,BLR,9,5,Monday,1097,Rain,24,1
AI,DEL,MAA,20,2,Monday,621,Clear,24,1
SG,DEL,MAA,8,6,Saturday,1132,Cloudy,27,1
AI,BLR,BOM,15,5,Sunday,725,Clear,3,0
6E,HYD,DEL,10,1,Tuesday,1821,Rain,24,1
QP,HYD,BOM,11,10,Saturday,1460,Rain,20,1
6E,MAA,CCU,11,11,Sunday,2011,Clear,0,0
SG,BLR,MAA,23,11,Thursday,1401,Clear,0,0
UK,HYD,DEL,18,3,Tuesday,1623,Cloudy,6,0
6E,MAA,DEL,8,8,Saturday,1086,Cloudy,0,0
6E,HYD,BLR,9,7,Thursday,1666,Cloudy,18,1
UK,CCU,BLR,9,8,Wednesday,1238,Clear,0,0
SG,BOM,BLR,17,10,Sunday,1016,,19,1
SG,MAA,CCU,14,5,Friday,1876,Cloudy,9,0
QP,MAA,DEL,12,4,Tuesday,939,Clear,0,0
QP,HYD,CCU,10,6,Wednesday,915,Clear,5,0
SG,DEL,MAA,9,8,Wednesday,1060,Clear,25,1
SG,HYD,MAA,13,6,Thursday,1127,Clear,10,0
6E,CCU,BLR,19,4,Tuesday,1120,Rain,24,1
UK,HYD,BOM,23,1,Friday,1203,Clear,0,0
AI,DEL,BOM,1,7,Thursday,1190,Clear,9,0
6E,BOM,HYD,5,1,Monday,1752,Rain,25,1
QP,HYD,MAA,16,6,Monday,1804,Cloudy,25,1
UK,MAA,DEL,3,8,Monday,1515,Rain,21,1
AI,BLR,BOM,14,6,Tuesday,1057,Rain,26,1
SG,CCU,MAA,10,7,Monday,706,Cloudy,31,1
QP,MAA,CCU,4,4,Friday,449,Clear,0,0
QP,BOM,DEL,12,3,Friday,1544,Clear,0,0
6E,BOM,CCU,12,11,Monday,708,Clear,0,0
UK,CCU,HYD,17,11,Wednesday,1426,Clear,10,0
UK,HYD,CCU,19,2,Wednesday,1071,Clear,10,0
6E,CCU,BOM,22,3,Thursday,1572,Clear,0,0
6E,CCU,MAA,10,5,Friday,1519,,8,0
6E,BLR,DEL,16,9,Thursday,513,Clear,0,0
QP,DEL,BOM,18,1,Wednesday,1065,Clear,8,0
SG,CCU,DEL,23,10,Monday,1790,Clear,8,0
QP,HYD,BLR,15,1,Saturday,926,Cloudy,0,0
QP,DEL,MAA,5,11,Saturday,1577,Fog,25,1
QP,HYD,BOM,8,1,Sunday,1479,Cloudy,7,0
AI,DEL,BOM,5,11,Friday,1642,Fog,45,1
QP,BOM,DEL,4,12,Wednesday,636,Clear,0,0
AI,BLR,BOM,7,10,Friday,1703,Rain,26,1
UK,BLR,MAA,11,12,Sunday,453,Clear,0,0
UK,HYD,BOM,18,6,Monday,626,Clear,11,0
6E,CCU,BOM,6,8,Thursday,853,Cloudy,6,0
AI,BLR,BOM,4,8,Friday,1577,Rain,37,1
AI,MAA,BOM,3,1,Sunday,546,Clear,0,0
QP,CCU,BOM,4,11,Thursday,1312,Clear,0,0
6E,MAA,BOM,10,9,Sunday,833,Rain,17,1
6E,BOM,BLR,9,6,Saturday,1299,Clear,6,0
QP,MAA,HYD,9,3,Saturday,1210,Clear,1,0
AI,BOM,MAA,7,9,Monday,959,Clear,1,0
QP,BLR,MAA,10,12,Thursday,1832,Clear,1,0
QP,HYD,BOM,15,2,Saturday,944,Clear,0,0
UK,BOM,BLR,1,12,Monday,561,Clear,0,0
AI,DEL,HYD,21,7,Sunday,1330,Clear,26,1
AI,CCU,BLR,7,10,Friday,572,Rain,18,1
6E,MAA,BLR,3,2,Saturday,857,Cloudy,0,0
UK,DEL,BLR,4,2,Friday,1108,Clear,2,0
AI,BLR,DEL,13,8,Sunday,1929,Clear,13,0
UK,BOM,CCU,12,4,Sunday,1349,Rain,23,1
AI,CCU,DEL,2,5,Monday,1338,Fog,35,1
UK,CCU,DEL,11,8,Sunday,1123,Storm,46,1
AI,MAA,DEL,5,3,Thursday,962,Cloudy,14,0
SG,BLR,CCU,21,5,Thursday,1646,Fog,43,1
AI,DEL,BOM,7,5,Tuesday,461,Clear,17,1
AI,BOM,BLR,23,5,Wednesday,564,Clear,17,1
AI,DEL,MAA,13,9,Thursday,643,Clear,5,0
QP,MAA,DEL,23,2,Thursday,1422,Clear,2,0
AI,DEL,BLR,13,11,Friday,722,Clear,9,0
UK,MAA,BOM,3,9,Friday,689,Cloudy,0,0
UK,CCU,MAA,15,1,Saturday,685,Clear,0,0
UK,BOM,CCU,11,7,Friday,1437,Clear,0,0
SG,MAA,HYD,19,3,Sunday,1118,Rain,39,1
QP,CCU,BOM,9,2,Sunday,1188,Cloudy,6,0
6E,BLR,CCU,4,9,Sunday,1399,Clear,14,0
QP,BLR,BOM,2,3,Saturday,1203,Clear,0,0
6E,BOM,HYD,17,7,Tuesday,1589,Clear,12,0
QP,BLR,DEL,5,4,Sunday,1191,Clear,9,0
UK,CCU,MAA,16,4,Sunday,1538,Clear,11,0
SG,HYD,MAA,3,9,Wednesday,952,Rain,41,1
QP,BOM,CCU,1,8,Sunday,1293,Fog,47,1
SG,HYD,BOM,17,1,Thursday,738,Clear,19,1
QP,MAA,CCU,8,11,Saturday,916,Clear,0,0
UK,DEL,CCU,13,8,Wednesday,1782,Clear,5,0
AI,MAA,CCU,0,4,Tuesday,1757,Rain,34,1
UK,BOM,MAA,4,2,Wednesday,806,Clear,0,0
AI,BOM,DEL,2,6,Tuesday,881,Cloudy,17,1
QP,BLR,MAA,6,9,Monday,1286,Clear,2,0
6E,HYD,CCU,6,1,Thursday,1387,Clear,0,0
6E,CCU,BOM,8,4,Sunday,562,Cloudy,17,1
6E,BOM,MAA,5,12,Monday,1484,Clear,0,0
SG,BOM,BLR,10,2,Wednesday,487,Rain,48,1
UK,BLR,BOM,21,10,Tuesday,441,Clear,0,0
QP,CCU,MAA,2,3,Tuesday,1077,Cloudy,0,0
UK,CCU,DEL,21,7,Monday,1180,Fog,25,1
6E,BLR,MAA,9,10,Tuesday,903,Clear,8,0
AI,MAA,CCU,13,12,Thursday,1626,Cloudy,4,0
AI,CCU,DEL,16,8,Wednesday,1166,Cloudy,25,1
6E,CCU,DEL,17,3,Friday,1487,Clear,0,0
QP,MAA,CCU,22,1,Saturday,1248,Clear,0,0
UK,HYD,MAA,23,9,Monday,998,Clear,0,0
QP,CCU,BLR,2,7,Wednesday,933,Rain,25,1
AI,BOM,BLR,9,10,Sunday,953,Cloudy,19,1
AI,BLR,CCU,12,12,Tuesday,995,Clear,4,0
QP,MAA,BOM,12,10,Monday,642,Cloudy,0,0
AI,DEL,CCU,23,7,Tuesday,1373,Cloudy,12,0
AI,HYD,DEL,15,9,Wednesday,671,Clear,2,0
UK,CCU,HYD,9,8,Tuesday,512,Clear,3,0
QP,BOM,MAA,22,3,Thursday,1750,Clear,0,0
SG,MAA,DEL,17,4,Tuesday,1304,Rain,38,1
AI,BLR,HYD,19,2,Friday,1098,Clear,6,0
QP,CCU,DEL,15,5,Sunday,1451,Clear,7,0
QP,HYD,CCU,1,3,Wednesday,562,Clear,0,0
QP,DEL,MAA,23,11,Thursday,905,Clear,0,0
QP,MAA,BOM,17,11,Friday,885,Clear,31,1
6E,DEL,HYD,3,9,Monday,1043,Clear,6,0
QP,BOM,DEL,6,5,Wednesday,1020,Clear,8,0
6E,CCU,MAA,8,1,Friday,1091,Clear,4,0
QP,CCU,BOM,6,7,Tuesday,998,,37,1
UK,DEL,HYD,14,1,Wednesday,1105,Cloudy,6,0
SG,BLR,DEL,13,1,Thursday,544,Cloudy,6,0
SG,DEL,BOM,5,2,Sunday,297,Clear,17,1
SG,BOM,CCU,16,6,Monday,834,Storm,77,1
SG,CCU,BLR,6,9,Friday,1493,Clear,12,0
SG,BOM,DEL,3,5,Sunday,1663,Cloudy,18,1
SG,HYD,MAA,22,10,Sunday,1704,Cloudy,27,1
AI,MAA,BOM,7,7,Thursday,891,Clear,5,0
QP,CCU,HYD,5,11,Wednesday,1330,Clear,7,0
UK,BLR,MAA,17,5,Tuesday,999,Cloudy,15,1
6E,MAA,DEL,18,4,Tuesday,462,Cloudy,18,1
UK,BLR,BOM,3,1,Saturday,1341,Fog,26,1
QP,DEL,BOM,1,3,Monday,417,Cloudy,0,0
QP,BOM,DEL,20,1,Saturday,778,Fog,37,1
QP,MAA,HYD,12,3,Sunday,1734,Cloudy,4,0
UK,MAA,CCU,10,12,Thursday,1631,Clear,0,0
SG,HYD,CCU,10,7,Saturday,1152,Fog,34,1
6E,MAA,BLR,14,8,Sunday,1293,Rain,23,1
SG,MAA,DEL,16,5,Saturday,1499,Clear,4,0
SG,BLR,CCU,1,8,Thursday,1127,Cloudy,1,0
6E,BOM,HYD,6,7,Thursday,1482,Clear,25,1
6E,CCU,HYD,22,11,Tuesday,674,Fog,20,1
AI,CCU,DEL,4,10,Monday,1783,Cloudy,19,1
AI,DEL,BOM,21,7,Saturday,451,Clear,16,1
UK,MAA,BOM,9,10,Thursday,1497,Fog,19,1
UK,DEL,HYD,4,8,Sunday,1660,Clear,17,1
AI,CCU,MAA,14,12,Saturday,322,Clear,0,0
UK,HYD,CCU,15,7,Tuesday,753,Clear,0,0
SG,MAA,HYD,8,11,Sunday,761,Clear,14,0
6E,MAA,BLR,19,3,Monday,1103,Clear,4,0
6E,HYD,BLR,1,3,Monday,532,Cloudy,0,0
6E,BOM,MAA,2,4,Friday,1045,Clear,0,0
UK,MAA,BOM,14,10,Friday,1578,Fog,26,1
6E,HYD,BLR,13,11,Saturday,520,Clear,0,0
SG,HYD,MAA,16,5,Friday,1553,Clear,13,0
6E,BOM,HYD,20,6,Tuesday,1316,Clear,24,1
UK,DEL,BLR,22,6,Tuesday,1057,Clear,3,0
6E,HYD,MAA,12,3,Sunday,1195,Cloudy,9,0
AI,BLR,BOM,12,7,Wednesday,723,Fog,40,1
SG,HYD,DEL,22,10,Tuesday,1788,Clear,0,0
6E,BLR,MAA,23,10,Monday,617,Clear,8,0
6E,CCU,BLR,1,2,Saturday,778,Clear,0,0
SG,MAA,BOM,12,5,Saturday,1532,Cloudy,0,0
QP,BLR,DEL,22,8,Sunday,715,Clear,0,0
SG,MAA,CCU,1,8,Saturday,581,Clear,9,0
QP,HYD,MAA,23,9,Tuesday,866,Cloudy,0,0
QP,HYD,BOM,17,9,Monday,1064,Rain,30,1
UK,HYD,MAA,3,4,Thursday,862,Clear,0,0
SG,CCU,BLR,15,6,Thursday,1464,Cloudy,0,0
6E,BOM,HYD,10,3,Monday,1703,Cloudy,9,0
UK,BLR,BOM,8,9,Sunday,901,Clear,5,0
UK,BOM,DEL,14,6,Friday,1279,Cloudy,0,0
QP,HYD,CCU,17,5,Friday,1343,Clear,12,0
QP,CCU,BOM,21,10,Thursday,937,Clear,0,0
UK,HYD,CCU,10,12,Sunday,1036,Clear,0,0
SG,BOM,MAA,3,11,Saturday,691,Cloudy,12,0
6E,CCU,HYD,20,2,Friday,1899,Clear,9,0
QP,MAA,BOM,8,10,Thursday,1134,Rain,25,1
UK,BLR,MAA,18,7,Saturday,975,Clear,18,1
UK,DEL,HYD,19,2,Wednesday,795,Clear,17,1
SG,BLR,BOM,1,5,Sunday,700,Fog,39,1
SG,MAA,HYD,9,3,Monday,648,Clear,11,0
AI,HYD,CCU,2,4,Monday,913,Cloudy,0,0
6E,BOM,DEL,14,8,Monday,1288,Cloudy,9,0
AI,DEL,BLR,19,5,Wednesday,1883,Fog,51,1
SG,CCU,HYD,13,9,Thursday,1464,Cloudy,20,1
AI,BLR,MAA,7,10,Sunday,674,Cloudy,14,0
6E,MAA,DEL,23,1,Sunday,633,Rain,27,1
UK,BLR,DEL,2,10,Monday,1170,Storm,31,1
SG,DEL,MAA,3,2,Saturday,1074,Rain,18,1
UK,BLR,BOM,8,1,Tuesday,563,Clear,0,0
QP,MAA,HYD,22,2,Wednesday,1423,Cloudy,3,0
QP,BLR,DEL,21,1,Sunday,693,Clear,0,0
AI,HYD,BOM,13,5,Sunday,1376,Clear,0,0
QP,BLR,CCU,22,11,Saturday,1747,Cloudy,4,0
SG,BLR,DEL,21,9,Tuesday,355,Clear,2,0
SG,BOM,CCU,14,6,Monday,813,Cloudy,24,1
AI,BOM,HYD,2,12,Sunday,1506,Clear,19,1
SG,BOM,HYD,21,6,Tuesday,1477,Rain,44,1
SG,MAA,BOM,15,2,Tuesday,1203,Clear,0,0
UK,BLR,DEL,3,1,Thursday,1628,Clear,0,0
AI,MAA,CCU,20,7,Tuesday,952,Cloudy,12,0
UK,BOM,HYD,9,3,Friday,1349,Cloudy,19,1
QP,BOM,HYD,18,5,Sunday,1104,Cloudy,25,1
SG,CCU,DEL,6,4,Wednesday,1849,Rain,39,1
AI,CCU,BOM,0,5,Thursday,991,Rain,27,1
QP,BLR,DEL,10,12,Sunday,499,Clear,1,0
QP,BOM,CCU,10,1,Sunday,1556,Clear,0,0
AI,MAA,BOM,20,2,Monday,1094,Clear,12,0
QP,DEL,HYD,2,4,Saturday,1369,Clear,17,1
UK,BLR,MAA,21,9,Monday,1027,Cloudy,9,0
UK,HYD,DEL,3,4,Tuesday,888,Clear,0,0
UK,MAA,CCU,22,3,Friday,908,Clear,0,0
SG,DEL,HYD,16,9,Monday,357,Clear,31,1
QP,DEL,HYD,8,8,Tuesday,686,Cloudy,30,1
SG,BOM,CCU,22,8,Thursday,1029,Storm,49,1
QP,DEL,BLR,8,8,Wednesday,1685,Cloudy,25,1
QP,HYD,BLR,15,8,Thursday,841,Clear,0,0
AI,CCU,DEL,0,7,Sunday,1435,Clear,0,0
6E,BOM,BLR,2,7,Wednesday,1232,Clear,9,0
SG,BLR,BOM,8,10,Wednesday,1473,Clear,18,1
UK,BOM,BLR,5,5,Tuesday,1246,Cloudy,0,0
AI,DEL,MAA,5,4,Sunday,1661,Fog,37,1
AI,MAA,BOM,9,3,Tuesday,834,Clear,5,0
UK,BOM,DEL,14,10,Monday,1365,Clear,2,0
SG,HYD,DEL,3,1,Thursday,1462,Clear,6,0
AI,MAA,HYD,18,3,Saturday,1366,Cloudy,20,1
AI,CCU,HYD,20,2,Monday,1836,Storm,63,1
AI,BOM,CCU,20,5,Friday,1553,Clear,27,1
UK,HYD,CCU,4,3,Thursday,1099,Clear,0,0
AI,CCU,DEL,21,7,Saturday,1433,Clear,12,0
UK,BLR,MAA,3,12,Monday,1181,Cloudy,0,0
UK,DEL,BLR,2,6,Sunday,1724,Clear,14,0
UK,BOM,DEL,17,12,Sunday,760,Clear,16,1
SG,MAA,CCU,18,4,Friday,1864,Cloudy,26,1
UK,MAA,BLR,3,10,Friday,1713,Clear,0,0
SG,BOM,CCU,9,2,Friday,826,Clear,24,1
SG,BOM,DEL,9,8,Tuesday,757,Clear,20,1
QP,BOM,HYD,17,10,Sunday,1222,Clear,19,1
SG,BOM,CCU,12,9,Saturday,1485,Cloudy,23,1
UK,MAA,CCU,14,12,Saturday,1123,Clear,0,0
UK,CCU,MAA,1,8,Thursday,1307,,14,0
6E,DEL,MAA,23,8,Monday,1173,Clear,0,0
UK,MAA,BOM,13,8,Thursday,868,Clear,0,0
AI,MAA,CCU,16,5,Thursday,1001,Clear,0,0
QP,HYD,CCU,11,3,Tuesday,614,Cloudy,2,0
QP,CCU,MAA,5,11,Sunday,1211,Clear,0,0
AI,DEL,BLR,16,12,Wednesday,1426,Cloudy,25,1
SG,MAA,CCU,6,12,Sunday,1795,Clear,0,0
AI,DEL,MAA,5,10,Sunday,1007,Rain,24,1
SG,CCU,DEL,13,3,Monday,569,Clear,0,0
AI,BLR,CCU,8,3,Tuesday,646,Rain,27,1
UK,DEL,BLR,21,4,Wednesday,1688,Clear,0,0
SG,MAA,BOM,15,7,Friday,1797,Fog,35,1
SG,MAA,BOM,8,3,Monday,1516,Rain,30,1
UK,BLR,CCU,0,10,Tuesday,1213,Clear,0,0
QP,BOM,MAA,8,2,Saturday,1759,Cloudy,10,0
SG,DEL,MAA,2,11,Thursday,1402,Clear,10,0
6E,CCU,MAA,5,6,Thursday,596,Fog,20,1
SG,BOM,HYD,6,5,Thursday,839,Clear,0,0
SG,CCU,BLR,15,6,Sunday,1672,Clear,24,1
6E,HYD,BOM,2,6,Monday,707,Clear,0,0
SG,MAA,HYD,3,7,Thursday,1502,Rain,27,1
QP,MAA,BOM,0,4,Monday,608,Fog,23,1
QP,CCU,DEL,22,4,Monday,1578,Clear,0,0
SG,DEL,CCU,23,5,Thursday,917,Clear,9,0
SG,CCU,BLR,7,2,Sunday,406,Cloudy,12,0
6E,DEL,MAA,10,3,Wednesday,562,Clear,0,0
SG,CCU,MAA,7,6,Saturday,675,Fog,33,1
6E,BOM,CCU,12,1,Sunday,1782,Clear,14,0
UK,CCU,HYD,13,6,Monday,1811,Cloudy,12,0
6E,DEL,BOM,6,5,Friday,723,Clear,3,0
6E,BLR,CCU,15,1,Sunday,1055,Storm,39,1
AI,HYD,MAA,0,6,Sunday,602,Cloudy,9,0
QP,CCU,BOM,15,8,Saturday,1147,Storm,48,1
AI,DEL,BOM,18,10,Sunday,1672,Clear,15,1
AI,DEL,CCU,1,5,Friday,1393,Clear,19,1
QP,HYD,CCU,17,7,Monday,1548,Clear,7,0
UK,DEL,MAA,17,1,Sunday,1642,Rain,24,1
UK,MAA,DEL,23,4,Sunday,1838,Clear,14,0
SG,DEL,BOM,19,8,Tuesday,760,Clear,25,1
6E,CCU,BLR,0,6,Sunday,745,Cloudy,6,0
AI,HYD,MAA,1,12,Friday,1269,Clear,6,0
SG,CCU,BLR,3,10,Thursday,445,Rain,15,1
AI,DEL,CCU,13,11,Saturday,986,Rain,20,1
UK,BOM,BLR,17,6,Friday,1539,Clear,24,1
QP,BLR,DEL,15,1,Saturday,700,Cloudy,18,1
QP,DEL,BOM,7,7,Wednesday,1690,Clear,16,1
6E,DEL,BOM,4,12,Wednesday,1620,Clear,4,0
SG,BOM,CCU,1,3,Monday,998,Rain,38,1
SG,MAA,DEL,8,12,Sunday,742,Clear,7,0
UK,MAA,BOM,7,1,Tuesday,1676,Storm,20,1
AI,DEL,HYD,7,8,Monday,1576,Clear,6,0
6E,DEL,BLR,2,12,Monday,1494,Clear,9,0
SG,HYD,MAA,6,3,Wednesday,1147,Clear,0,0
QP,BLR,HYD,20,4,Thursday,1114,Clear,8,0
AI,MAA,DEL,5,10,Saturday,1511,Fog,27,1
SG,BOM,HYD,21,5,Friday,1442,Cloudy,21,1
QP,BLR,DEL,2,8,Saturday,666,Cloudy,14,0
QP,BOM,HYD,15,2,Monday,602,Fog,33,1
UK,BOM,HYD,2,9,Monday,382,Clear,21,1
AI,MAA,HYD,9,7,Tuesday,875,Clear,15,1
6E,BLR,BOM,22,7,Wednesday,1155,Rain,33,1
QP,HYD,DEL,18,9,Monday,922,Cloudy,20,1
QP,DEL,HYD,12,6,Sunday,650,Clear,26,1
SG,HYD,BLR,15,9,Sunday,933,Rain,26,1
AI,BLR,BOM,15,6,Thursday,1863,Clear,15,1
AI,CCU,BOM,19,11,Saturday,698,Cloudy,19,1
UK,BLR,DEL,14,7,Tuesday,1418,Rain,26,1
UK,DEL,CCU,12,4,Monday,1582,Clear,0,0
AI,MAA,CCU,1,11,Sunday,1194,Rain,33,1
SG,DEL,HYD,23,4,Saturday,1644,Rain,34,1
UK,CCU,BLR,13,12,Saturday,892,Clear,0,0
AI,BLR,BOM,6,12,Saturday,739,Clear,6,0
AI,MAA,BOM,3,7,Friday,585,Rain,23,1
UK,HYD,CCU,14,6,Saturday,1073,Clear,0,0
SG,BLR,DEL,18,4,Sunday,1209,Clear,3,0
QP,HYD,MAA,19,11,Sunday,1239,Clear,24,1
UK,BOM,HYD,21,4,Sunday,1756,Clear,0,0
6E,DEL,BOM,21,8,Thursday,774,Clear,8,0
QP,MAA,CCU,14,10,Saturday,1241,Rain,13,0
UK,CCU,DEL,22,3,Tuesday,1000,Clear,0,0
6E,CCU,BOM,1,3,Wednesday,1540,Clear,0,0
UK,BOM,BLR,9,12,Sunday,849,Fog,31,1
AI,BLR,HYD,11,12,Wednesday,459,Clear,0,0
6E,BLR,BOM,16,4,Saturday,1332,Clear,0,0
UK,MAA,BOM,7,3,Thursday,853,Fog,6,0
QP,HYD,BLR,6,8,Tuesday,1786,Clear,0,0
SG,MAA,DEL,21,8,Wednesday,1405,Clear,18,1
SG,CCU,DEL,15,4,Friday,960,Rain,49,1
UK,BLR,HYD,15,3,Monday,1032,Clear,0,0
AI,HYD,MAA,4,7,Thursday,1468,Clear,0,0
6E,HYD,BOM,12,4,Monday,1158,Rain,25,1
QP,CCU,HYD,10,7,Thursday,1384,Clear,8,0
AI,BLR,MAA,14,9,Wednesday,1250,Rain,16,1
QP,BOM,CCU,22,4,Friday,1915,Clear,20,1
SG,BLR,HYD,6,7,Saturday,1017,Rain,28,1
6E,HYD,BOM,19,12,Monday,1158,Clear,0,0
SG,CCU,MAA,15,7,Monday,1114,Clear,7,0
QP,MAA,BOM,11,2,Thursday,625,Cloudy,0,0
AI,DEL,CCU,22,9,Saturday,794,Clear,15,1
AI,HYD,BLR,3,6,Tuesday,584,Clear,4,0
SG,DEL,BOM,16,9,Saturday,848,,29,1
QP,BLR,DEL,9,1,Monday,598,Rain,8,0
AI,CCU,DEL,16,9,Wednesday,743,Clear,14,0
SG,CCU,BOM,3,9,Thursday,433,Rain,34,1
AI,DEL,MAA,17,1,Friday,527,Clear,14,0
SG,DEL,MAA,1,6,Wednesday,1277,Cloudy,22,1
SG,MAA,DEL,8,6,Sunday,1753,Clear,18,1
AI,BLR,MAA,21,7,Thursday,1024,,21,1
SG,BLR,CCU,15,8,Friday,1133,Clear,15,1
QP,CCU,MAA,11,9,Monday,1285,Clear,12,0
QP,CCU,BLR,7,11,Sunday,1258,Clear,0,0
AI,CCU,BOM,2,10,Thursday,418,Clear,12,0
6E,MAA,BOM,2,4,Thursday,1110,Cloudy,0,0
6E,CCU,DEL,17,12,Tuesday,1565,Clear,2,0
UK,MAA,CCU,6,6,Friday,754,Clear,7,0
AI,CCU,BLR,1,11,Monday,550,Clear,0,0
QP,HYD,MAA,10,6,Thursday,1384,Clear,0,0
SG,DEL,MAA,9,4,Saturday,1526,Clear,5,0
QP,MAA,BOM,22,9,Saturday,1483,Fog,27,1
AI,CCU,BOM,5,9,Friday,1273,Clear,10,0
AI,BOM,DEL,6,2,Wednesday,865,Clear,6,0
QP,BLR,DEL,3,1,Thursday,1264,Clear,2,0
6E,HYD,CCU,4,10,Tuesday,1635,Cloudy,0,0
SG,HYD,DEL,12,2,Friday,625,Cloudy,16,1
QP,MAA,BLR,5,6,Tuesday,1415,Clear,7,0
AI,BLR,BOM,17,6,Wednesday,1384,Clear,12,0
AI,CCU,HYD,19,6,Saturday,805,Fog,42,1
AI,MAA,HYD,11,6,Monday,1868,Clear,2,0
AI,CCU,BOM,5,12,Wednesday,622,Rain,6,0
AI,HYD,DEL,19,7,Wednesday,1484,Clear,17,1
QP,DEL,BLR,23,11,Sunday,1224,Rain,25,1
SG,CCU,HYD,22,6,Saturday,448,Rain,44,1
QP,DEL,MAA,22,6,Wednesday,1065,Clear,16,1
QP,BOM,BLR,19,8,Friday,883,Clear,21,1
QP,BOM,DEL,17,3,Tuesday,1095,Clear,20,1
6E,BOM,CCU,22,12,Saturday,1401,Rain,18,1
6E,MAA,BLR,8,12,Wednesday,1418,Clear,1,0
QP,BLR,MAA,22,3,Sunday,739,Clear,0,0
6E,BOM,DEL,0,2,Sunday,1633,Cloudy,5,0
AI,DEL,BLR,19,5,Tuesday,1435,Cloudy,26,1
SG,BOM,DEL,8,3,Wednesday,612,Clear,9,0
QP,MAA,BOM,7,1,Sunday,1792,Clear,9,0
QP,MAA,BOM,16,10,Monday,280,Clear,8,0
QP,BOM,MAA,4,3,Friday,948,Clear,8,0
AI,DEL,CCU,23,5,Thursday,844,Clear,5,0
SG,HYD,BLR,17,12,Thursday,467,Rain,33,1
QP,MAA,CCU,0,5,Friday,1371,Storm,48,1
SG,DEL,CCU,20,1,Thursday,1199,Rain,55,1
QP,MAA,CCU,2,3,Wednesday,1561,Clear,0,0
QP,BOM,MAA,19,3,Thursday,897,Clear,5,0
UK,BOM,HYD,19,7,Sunday,1466,Clear,18,1
AI,HYD,BOM,15,6,Monday,1085,Clear,13,0
UK,DEL,BLR,14,1,Tuesday,521,Fog,28,1
6E,BOM,BLR,19,4,Monday,968,Rain,26,1
AI,DEL,BLR,20,6,Friday,975,Storm,68,1
AI,BOM,BLR,16,7,Wednesday,1208,Rain,51,1
SG,MAA,DEL,4,6,Monday,1399,Clear,3,0
UK,BOM,HYD,15,12,Tuesday,672,Clear,0,0
UK,DEL,BLR,4,6,Tuesday,1484,Rain,18,1
SG,BOM,CCU,1,9,Monday,647,Cloudy,23,1
UK,DEL,CCU,3,7,Saturday,1839,Rain,29,1
SG,HYD,CCU,11,5,Monday,847,Clear,0,0
AI,CCU,DEL,23,1,Sunday,1977,Clear,20,1
QP,BOM,HYD,0,9,Sunday,512,Clear,24,1
UK,MAA,CCU,1,11,Sunday,753,Clear,0,0
AI,BLR,CCU,2,11,Tuesday,1714,Clear,0,0
QP,DEL,BLR,4,10,Tuesday,412,Clear,0,0
SG,MAA,CCU,12,3,Sunday,1055,Clear,0,0
AI,BOM,BLR,19,6,Friday,1240,Clear,33,1
AI,HYD,BOM,1,9,Thursday,533,Clear,15,1
AI,HYD,BLR,19,9,Sunday,845,Rain,41,1
6E,HYD,CCU,21,8,Tuesday,1620,Clear,9,0
AI,DEL,CCU,1,1,Wednesday,1163,Cloudy,6,0
SG,BOM,BLR,10,9,Tuesday,807,Clear,7,0
UK,MAA,BLR,19,7,Saturday,1342,Cloudy,11,0
QP,CCU,HYD,16,2,Tuesday,1775,Clear,6,0
SG,DEL,MAA,4,7,Monday,1676,Rain,40,1
SG,BLR,MAA,3,9,Wednesday,523,Cloudy,23,1
UK,CCU,BLR,10,12,Thursday,1174,Clear,0,0
AI,BOM,CCU,20,10,Tuesday,1063,Cloudy,13,0
AI,BLR,BOM,22,4,Sunday,970,Clear,9,0
SG,CCU,BOM,11,9,Saturday,845,Clear,8,0
AI,CCU,BOM,12,9,Sunday,775,Clear,17,1
